Cycle,Class Accuracy,Last class trained,Num classes,Learning rate,Num samples
1,"[55.0, 16.0, 20.0, 4.0, 16.0, 0, 0, 0, 0, 0]",0,5,1e-05,1024
1,"[55.0, 21.0, 18.0, 4.0, 15.0, 0, 0, 0, 0, 0]",1,5,1e-05,1024
1,"[54.0, 22.0, 19.0, 4.0, 15.0, 0, 0, 0, 0, 0]",2,5,1e-05,1024
1,"[53.0, 22.0, 20.0, 5.0, 15.0, 0, 0, 0, 0, 0]",3,5,1e-05,1024
1,"[53.0, 19.0, 20.0, 5.0, 17.0, 0, 0, 0, 0, 0]",4,5,1e-05,1024
2,"[56.0, 14.0, 18.0, 1.0, 16.0, 0, 0, 0, 0, 0]",0,5,1e-05,1024
2,"[59.0, 19.0, 17.0, 1.0, 14.0, 0, 0, 0, 0, 0]",1,5,1e-05,1024
2,"[57.0, 21.0, 20.0, 1.0, 13.0, 0, 0, 0, 0, 0]",2,5,1e-05,1024
2,"[56.0, 21.0, 20.0, 1.0, 13.0, 0, 0, 0, 0, 0]",3,5,1e-05,1024
2,"[56.0, 19.0, 19.0, 1.0, 15.0, 0, 0, 0, 0, 0]",4,5,1e-05,1024
3,"[63.0, 15.0, 16.0, 5.0, 18.0, 0, 0, 0, 0, 0]",0,5,1e-05,1024
3,"[64.0, 17.0, 13.0, 4.0, 15.0, 0, 0, 0, 0, 0]",1,5,1e-05,1024
3,"[64.0, 19.0, 17.0, 4.0, 15.0, 0, 0, 0, 0, 0]",2,5,1e-05,1024
3,"[64.0, 19.0, 17.0, 7.0, 15.0, 0, 0, 0, 0, 0]",3,5,1e-05,1024
3,"[64.0, 17.0, 16.0, 9.0, 19.0, 0, 0, 0, 0, 0]",4,5,1e-05,1024
4,"[82.0, 20.0, 10.0, 5.0, 23.0, 0, 0, 0, 0, 0]",0,5,1e-05,1024
4,"[82.0, 29.0, 10.0, 5.0, 20.0, 0, 0, 0, 0, 0]",1,5,1e-05,1024
4,"[81.0, 30.0, 10.0, 5.0, 19.0, 0, 0, 0, 0, 0]",2,5,1e-05,1024
4,"[80.0, 29.0, 10.0, 6.0, 19.0, 0, 0, 0, 0, 0]",3,5,1e-05,1024
4,"[79.0, 26.0, 10.0, 7.0, 23.0, 0, 0, 0, 0, 0]",4,5,1e-05,1024
5,"[79.0, 26.0, 17.0, 6.0, 19.0, 0, 0, 0, 0, 0]",0,5,1e-05,1024
5,"[82.0, 31.0, 16.0, 5.0, 17.0, 0, 0, 0, 0, 0]",1,5,1e-05,1024
5,"[81.0, 32.0, 17.0, 5.0, 16.0, 0, 0, 0, 0, 0]",2,5,1e-05,1024
5,"[76.0, 33.0, 17.0, 6.0, 14.0, 0, 0, 0, 0, 0]",3,5,1e-05,1024
5,"[76.0, 29.0, 17.0, 7.0, 18.0, 0, 0, 0, 0, 0]",4,5,1e-05,1024
6,"[79.0, 26.0, 21.0, 4.0, 14.0, 0, 0, 0, 0, 0]",0,5,1e-05,1024
6,"[82.0, 31.0, 16.0, 4.0, 14.0, 0, 0, 0, 0, 0]",1,5,1e-05,1024
6,"[82.0, 32.0, 18.0, 4.0, 14.0, 0, 0, 0, 0, 0]",2,5,1e-05,1024
6,"[77.0, 32.0, 24.0, 8.0, 14.0, 0, 0, 0, 0, 0]",3,5,1e-05,1024
6,"[75.0, 29.0, 22.0, 9.0, 15.0, 0, 0, 0, 0, 0]",4,5,1e-05,1024
