Cycle,Class Accuracy,Last class trained,Num classes,Learning rate,Num samples
1,"[72.0, 1.0, 3.0, 14.0, 16.0, 3.0, 0, 0, 0, 0]",0,6,0.001,64
1,"[89.0, 1.0, 2.0, 5.0, 13.0, 2.0, 0, 0, 0, 0]",1,6,0.001,64
1,"[91.0, 2.0, 3.0, 3.0, 11.0, 1.0, 0, 0, 0, 0]",2,6,0.001,64
1,"[92.0, 3.0, 4.0, 3.0, 7.0, 0.0, 0, 0, 0, 0]",3,6,0.001,64
1,"[91.0, 5.0, 4.0, 4.0, 10.0, 0.0, 0, 0, 0, 0]",4,6,0.001,64
1,"[91.0, 7.0, 3.0, 5.0, 13.0, 0.0, 0, 0, 0, 0]",5,6,0.001,64
2,"[94.0, 7.0, 4.0, 7.0, 11.0, 0.0, 0, 0, 0, 0]",0,6,0.001,64
2,"[96.0, 7.0, 4.0, 5.0, 11.0, 0.0, 0, 0, 0, 0]",1,6,0.001,64
2,"[100.0, 8.0, 6.0, 2.0, 8.0, 1.0, 0, 0, 0, 0]",2,6,0.001,64
2,"[97.0, 10.0, 8.0, 3.0, 8.0, 1.0, 0, 0, 0, 0]",3,6,0.001,64
2,"[94.0, 10.0, 9.0, 6.0, 8.0, 1.0, 0, 0, 0, 0]",4,6,0.001,64
2,"[93.0, 10.0, 8.0, 10.0, 13.0, 1.0, 0, 0, 0, 0]",5,6,0.001,64
3,"[95.0, 15.0, 6.0, 2.0, 17.0, 2.0, 0, 0, 0, 0]",0,6,0.001,64
3,"[96.0, 16.0, 6.0, 1.0, 19.0, 2.0, 0, 0, 0, 0]",1,6,0.001,64
3,"[98.0, 17.0, 7.0, 0.0, 18.0, 2.0, 0, 0, 0, 0]",2,6,0.001,64
3,"[96.0, 20.0, 9.0, 2.0, 17.0, 2.0, 0, 0, 0, 0]",3,6,0.001,64
3,"[95.0, 20.0, 11.0, 2.0, 21.0, 2.0, 0, 0, 0, 0]",4,6,0.001,64
3,"[95.0, 17.0, 10.0, 5.0, 28.0, 3.0, 0, 0, 0, 0]",5,6,0.001,64
4,"[95.0, 10.0, 14.0, 10.0, 36.0, 2.0, 0, 0, 0, 0]",0,6,0.001,64
4,"[96.0, 10.0, 12.0, 10.0, 37.0, 2.0, 0, 0, 0, 0]",1,6,0.001,64
