Cycle,Class Accuracy,Last class trained,Num classes,Learning rate,Num samples
1,"[1.0, 0.0, 19.0, 30.0, 14.0, 6.0, 2.0, 38.0, 0, 0]",0,8,0.0001,128
1,"[1.0, 0.0, 19.0, 29.0, 14.0, 6.0, 2.0, 38.0, 0, 0]",1,8,0.0001,128
1,"[2.0, 0.0, 21.0, 30.0, 12.0, 5.0, 0.0, 38.0, 0, 0]",2,8,0.0001,128
1,"[2.0, 0.0, 22.0, 34.0, 9.0, 3.0, 0.0, 37.0, 0, 0]",3,8,0.0001,128
1,"[2.0, 0.0, 22.0, 39.0, 12.0, 2.0, 0.0, 29.0, 0, 0]",4,8,0.0001,128
1,"[2.0, 0.0, 24.0, 41.0, 12.0, 2.0, 0.0, 24.0, 0, 0]",5,8,0.0001,128
1,"[2.0, 0.0, 24.0, 43.0, 12.0, 3.0, 0.0, 23.0, 0, 0]",6,8,0.0001,128
1,"[2.0, 0.0, 23.0, 41.0, 13.0, 3.0, 0.0, 25.0, 0, 0]",7,8,0.0001,128
2,"[4.0, 1.0, 25.0, 27.0, 12.0, 4.0, 1.0, 23.0, 0, 0]",0,8,0.0001,128
2,"[4.0, 2.0, 25.0, 27.0, 11.0, 4.0, 1.0, 25.0, 0, 0]",1,8,0.0001,128
2,"[4.0, 2.0, 25.0, 26.0, 11.0, 4.0, 1.0, 25.0, 0, 0]",2,8,0.0001,128
2,"[4.0, 2.0, 26.0, 27.0, 10.0, 4.0, 1.0, 24.0, 0, 0]",3,8,0.0001,128
2,"[4.0, 2.0, 25.0, 30.0, 11.0, 3.0, 1.0, 21.0, 0, 0]",4,8,0.0001,128
2,"[4.0, 2.0, 25.0, 30.0, 12.0, 4.0, 1.0, 21.0, 0, 0]",5,8,0.0001,128
2,"[4.0, 2.0, 25.0, 32.0, 13.0, 4.0, 1.0, 21.0, 0, 0]",6,8,0.0001,128
2,"[4.0, 2.0, 24.0, 30.0, 13.0, 4.0, 2.0, 21.0, 0, 0]",7,8,0.0001,128
3,"[6.0, 1.0, 30.0, 42.0, 13.0, 4.0, 2.0, 31.0, 0, 0]",0,8,0.0001,128
3,"[6.0, 1.0, 28.0, 40.0, 13.0, 4.0, 3.0, 32.0, 0, 0]",1,8,0.0001,128
3,"[6.0, 1.0, 28.0, 39.0, 13.0, 4.0, 3.0, 31.0, 0, 0]",2,8,0.0001,128
3,"[6.0, 1.0, 30.0, 41.0, 13.0, 4.0, 3.0, 31.0, 0, 0]",3,8,0.0001,128
3,"[6.0, 1.0, 28.0, 42.0, 13.0, 3.0, 3.0, 30.0, 0, 0]",4,8,0.0001,128
3,"[7.0, 1.0, 28.0, 44.0, 13.0, 3.0, 3.0, 29.0, 0, 0]",5,8,0.0001,128
3,"[7.0, 2.0, 27.0, 44.0, 13.0, 4.0, 3.0, 28.0, 0, 0]",6,8,0.0001,128
3,"[6.0, 1.0, 27.0, 45.0, 13.0, 4.0, 3.0, 30.0, 0, 0]",7,8,0.0001,128
4,"[7.0, 6.0, 26.0, 42.0, 17.0, 2.0, 3.0, 22.0, 0, 0]",0,8,0.0001,128
4,"[8.0, 6.0, 26.0, 41.0, 18.0, 2.0, 3.0, 24.0, 0, 0]",1,8,0.0001,128
4,"[9.0, 6.0, 26.0, 40.0, 17.0, 2.0, 3.0, 26.0, 0, 0]",2,8,0.0001,128
4,"[11.0, 6.0, 26.0, 41.0, 14.0, 2.0, 3.0, 24.0, 0, 0]",3,8,0.0001,128
4,"[11.0, 7.0, 26.0, 44.0, 15.0, 2.0, 3.0, 21.0, 0, 0]",4,8,0.0001,128
4,"[11.0, 7.0, 26.0, 45.0, 20.0, 2.0, 3.0, 19.0, 0, 0]",5,8,0.0001,128
4,"[11.0, 7.0, 25.0, 46.0, 20.0, 2.0, 3.0, 19.0, 0, 0]",6,8,0.0001,128
4,"[11.0, 7.0, 24.0, 44.0, 20.0, 2.0, 3.0, 19.0, 0, 0]",7,8,0.0001,128
5,"[14.0, 5.0, 22.0, 36.0, 19.0, 7.0, 4.0, 23.0, 0, 0]",0,8,0.0001,128
5,"[15.0, 6.0, 21.0, 37.0, 19.0, 7.0, 5.0, 24.0, 0, 0]",1,8,0.0001,128
5,"[16.0, 7.0, 22.0, 35.0, 18.0, 7.0, 5.0, 24.0, 0, 0]",2,8,0.0001,128
5,"[16.0, 7.0, 22.0, 35.0, 18.0, 7.0, 4.0, 22.0, 0, 0]",3,8,0.0001,128
5,"[18.0, 7.0, 22.0, 37.0, 18.0, 7.0, 4.0, 19.0, 0, 0]",4,8,0.0001,128
