Cycle,Class Accuracy,Last class trained,Num classes,Learning rate,Num samples
1,"[6.0, 8.0, 1.0, 8.0, 15.0, 25.0, 20.0, 22.0, 0, 0]",0,8,1e-05,256
1,"[6.0, 8.0, 1.0, 8.0, 15.0, 25.0, 20.0, 21.0, 0, 0]",1,8,1e-05,256
1,"[6.0, 8.0, 1.0, 8.0, 15.0, 25.0, 20.0, 21.0, 0, 0]",2,8,1e-05,256
1,"[6.0, 8.0, 1.0, 8.0, 15.0, 25.0, 20.0, 21.0, 0, 0]",3,8,1e-05,256
1,"[6.0, 8.0, 1.0, 9.0, 15.0, 25.0, 20.0, 21.0, 0, 0]",4,8,1e-05,256
1,"[6.0, 8.0, 1.0, 9.0, 15.0, 25.0, 20.0, 21.0, 0, 0]",5,8,1e-05,256
1,"[6.0, 8.0, 1.0, 9.0, 15.0, 25.0, 20.0, 21.0, 0, 0]",6,8,1e-05,256
1,"[6.0, 8.0, 1.0, 9.0, 15.0, 25.0, 20.0, 21.0, 0, 0]",7,8,1e-05,256
2,"[6.0, 7.0, 0.0, 7.0, 13.0, 29.0, 17.0, 16.0, 0, 0]",0,8,1e-05,256
2,"[6.0, 7.0, 0.0, 8.0, 13.0, 29.0, 17.0, 16.0, 0, 0]",1,8,1e-05,256
2,"[6.0, 7.0, 0.0, 8.0, 13.0, 29.0, 17.0, 16.0, 0, 0]",2,8,1e-05,256
2,"[6.0, 7.0, 0.0, 8.0, 13.0, 29.0, 17.0, 16.0, 0, 0]",3,8,1e-05,256
2,"[6.0, 7.0, 0.0, 8.0, 13.0, 28.0, 17.0, 16.0, 0, 0]",4,8,1e-05,256
2,"[6.0, 7.0, 0.0, 8.0, 13.0, 28.0, 17.0, 16.0, 0, 0]",5,8,1e-05,256
2,"[6.0, 7.0, 0.0, 8.0, 14.0, 29.0, 17.0, 16.0, 0, 0]",6,8,1e-05,256
2,"[6.0, 7.0, 0.0, 8.0, 13.0, 29.0, 17.0, 16.0, 0, 0]",7,8,1e-05,256
3,"[3.0, 8.0, 1.0, 14.0, 12.0, 30.0, 19.0, 21.0, 0, 0]",0,8,1e-05,256
3,"[4.0, 8.0, 1.0, 14.0, 11.0, 30.0, 19.0, 21.0, 0, 0]",1,8,1e-05,256
3,"[4.0, 9.0, 1.0, 14.0, 11.0, 30.0, 19.0, 22.0, 0, 0]",2,8,1e-05,256
3,"[4.0, 9.0, 1.0, 14.0, 11.0, 30.0, 19.0, 22.0, 0, 0]",3,8,1e-05,256
3,"[4.0, 9.0, 1.0, 14.0, 11.0, 30.0, 19.0, 22.0, 0, 0]",4,8,1e-05,256
3,"[4.0, 9.0, 1.0, 14.0, 11.0, 30.0, 19.0, 21.0, 0, 0]",5,8,1e-05,256
3,"[4.0, 9.0, 1.0, 14.0, 11.0, 30.0, 20.0, 20.0, 0, 0]",6,8,1e-05,256
3,"[4.0, 9.0, 1.0, 14.0, 11.0, 30.0, 20.0, 21.0, 0, 0]",7,8,1e-05,256
4,"[3.0, 5.0, 1.0, 6.0, 9.0, 27.0, 20.0, 22.0, 0, 0]",0,8,1e-05,256
4,"[3.0, 6.0, 1.0, 5.0, 9.0, 27.0, 20.0, 21.0, 0, 0]",1,8,1e-05,256
4,"[3.0, 6.0, 1.0, 5.0, 9.0, 27.0, 20.0, 21.0, 0, 0]",2,8,1e-05,256
4,"[3.0, 7.0, 1.0, 6.0, 9.0, 27.0, 20.0, 21.0, 0, 0]",3,8,1e-05,256
4,"[3.0, 7.0, 1.0, 7.0, 9.0, 26.0, 21.0, 21.0, 0, 0]",4,8,1e-05,256
4,"[3.0, 7.0, 1.0, 7.0, 9.0, 26.0, 21.0, 21.0, 0, 0]",5,8,1e-05,256
4,"[3.0, 7.0, 1.0, 7.0, 10.0, 27.0, 21.0, 21.0, 0, 0]",6,8,1e-05,256
4,"[3.0, 7.0, 1.0, 7.0, 9.0, 27.0, 21.0, 21.0, 0, 0]",7,8,1e-05,256
5,"[10.0, 6.0, 0.0, 7.0, 12.0, 27.0, 17.0, 27.0, 0, 0]",0,8,1e-05,256
5,"[10.0, 6.0, 0.0, 7.0, 12.0, 27.0, 17.0, 26.0, 0, 0]",1,8,1e-05,256
5,"[10.0, 6.0, 0.0, 7.0, 11.0, 27.0, 17.0, 25.0, 0, 0]",2,8,1e-05,256
5,"[10.0, 6.0, 0.0, 7.0, 11.0, 27.0, 17.0, 25.0, 0, 0]",3,8,1e-05,256
5,"[10.0, 6.0, 0.0, 8.0, 11.0, 27.0, 17.0, 25.0, 0, 0]",4,8,1e-05,256
5,"[10.0, 6.0, 0.0, 8.0, 12.0, 27.0, 17.0, 24.0, 0, 0]",5,8,1e-05,256
5,"[10.0, 6.0, 0.0, 8.0, 12.0, 27.0, 17.0, 23.0, 0, 0]",6,8,1e-05,256
5,"[10.0, 6.0, 0.0, 8.0, 12.0, 27.0, 17.0, 26.0, 0, 0]",7,8,1e-05,256
6,"[9.0, 1.0, 1.0, 10.0, 11.0, 32.0, 21.0, 31.0, 0, 0]",0,8,1e-05,256
6,"[10.0, 1.0, 1.0, 10.0, 11.0, 31.0, 21.0, 31.0, 0, 0]",1,8,1e-05,256
6,"[10.0, 1.0, 1.0, 10.0, 11.0, 31.0, 21.0, 31.0, 0, 0]",2,8,1e-05,256
6,"[11.0, 1.0, 1.0, 10.0, 11.0, 30.0, 21.0, 31.0, 0, 0]",3,8,1e-05,256
6,"[11.0, 1.0, 1.0, 12.0, 11.0, 30.0, 21.0, 31.0, 0, 0]",4,8,1e-05,256
6,"[11.0, 1.0, 1.0, 13.0, 11.0, 32.0, 21.0, 31.0, 0, 0]",5,8,1e-05,256
6,"[11.0, 1.0, 1.0, 13.0, 11.0, 32.0, 21.0, 29.0, 0, 0]",6,8,1e-05,256
6,"[11.0, 1.0, 1.0, 12.0, 11.0, 33.0, 21.0, 30.0, 0, 0]",7,8,1e-05,256
7,"[6.0, 1.0, 0.0, 11.0, 14.0, 21.0, 16.0, 32.0, 0, 0]",0,8,1e-05,256
7,"[6.0, 1.0, 0.0, 11.0, 14.0, 21.0, 16.0, 32.0, 0, 0]",1,8,1e-05,256
7,"[6.0, 2.0, 0.0, 11.0, 14.0, 21.0, 16.0, 33.0, 0, 0]",2,8,1e-05,256
7,"[6.0, 2.0, 0.0, 11.0, 14.0, 21.0, 16.0, 33.0, 0, 0]",3,8,1e-05,256
7,"[6.0, 2.0, 0.0, 11.0, 14.0, 21.0, 16.0, 33.0, 0, 0]",4,8,1e-05,256
7,"[6.0, 1.0, 0.0, 11.0, 14.0, 21.0, 16.0, 32.0, 0, 0]",5,8,1e-05,256
7,"[6.0, 1.0, 0.0, 11.0, 14.0, 21.0, 16.0, 31.0, 0, 0]",6,8,1e-05,256
7,"[6.0, 1.0, 0.0, 11.0, 14.0, 21.0, 16.0, 31.0, 0, 0]",7,8,1e-05,256
8,"[10.0, 5.0, 2.0, 13.0, 16.0, 21.0, 22.0, 25.0, 0, 0]",0,8,1e-05,256
8,"[11.0, 6.0, 2.0, 13.0, 16.0, 21.0, 22.0, 25.0, 0, 0]",1,8,1e-05,256
8,"[12.0, 6.0, 2.0, 13.0, 16.0, 21.0, 22.0, 25.0, 0, 0]",2,8,1e-05,256
8,"[13.0, 6.0, 2.0, 13.0, 16.0, 21.0, 22.0, 25.0, 0, 0]",3,8,1e-05,256
8,"[12.0, 6.0, 2.0, 13.0, 16.0, 21.0, 22.0, 25.0, 0, 0]",4,8,1e-05,256
8,"[11.0, 6.0, 2.0, 13.0, 17.0, 22.0, 22.0, 25.0, 0, 0]",5,8,1e-05,256
8,"[11.0, 6.0, 2.0, 13.0, 17.0, 22.0, 22.0, 25.0, 0, 0]",6,8,1e-05,256
8,"[11.0, 6.0, 2.0, 13.0, 17.0, 22.0, 22.0, 25.0, 0, 0]",7,8,1e-05,256
9,"[6.0, 6.0, 0.0, 13.0, 12.0, 29.0, 15.0, 32.0, 0, 0]",0,8,1e-05,256
9,"[6.0, 8.0, 0.0, 13.0, 12.0, 29.0, 15.0, 33.0, 0, 0]",1,8,1e-05,256
9,"[6.0, 8.0, 0.0, 13.0, 11.0, 29.0, 15.0, 32.0, 0, 0]",2,8,1e-05,256
9,"[6.0, 8.0, 0.0, 14.0, 11.0, 29.0, 15.0, 32.0, 0, 0]",3,8,1e-05,256
9,"[6.0, 8.0, 0.0, 14.0, 11.0, 29.0, 15.0, 32.0, 0, 0]",4,8,1e-05,256
9,"[6.0, 8.0, 0.0, 14.0, 12.0, 29.0, 15.0, 31.0, 0, 0]",5,8,1e-05,256
9,"[6.0, 8.0, 0.0, 14.0, 12.0, 29.0, 16.0, 31.0, 0, 0]",6,8,1e-05,256
9,"[6.0, 7.0, 0.0, 14.0, 12.0, 29.0, 16.0, 33.0, 0, 0]",7,8,1e-05,256
10,"[5.0, 12.0, 0.0, 10.0, 12.0, 21.0, 29.0, 19.0, 0, 0]",0,8,1e-05,256
10,"[5.0, 13.0, 0.0, 10.0, 12.0, 21.0, 29.0, 20.0, 0, 0]",1,8,1e-05,256
10,"[5.0, 13.0, 0.0, 9.0, 12.0, 21.0, 29.0, 20.0, 0, 0]",2,8,1e-05,256
10,"[5.0, 13.0, 0.0, 10.0, 12.0, 21.0, 29.0, 20.0, 0, 0]",3,8,1e-05,256
10,"[6.0, 13.0, 0.0, 11.0, 12.0, 21.0, 29.0, 20.0, 0, 0]",4,8,1e-05,256
10,"[6.0, 13.0, 0.0, 11.0, 12.0, 21.0, 29.0, 18.0, 0, 0]",5,8,1e-05,256
10,"[6.0, 13.0, 0.0, 11.0, 12.0, 21.0, 29.0, 18.0, 0, 0]",6,8,1e-05,256
10,"[5.0, 12.0, 0.0, 11.0, 12.0, 21.0, 29.0, 18.0, 0, 0]",7,8,1e-05,256
11,"[8.0, 8.0, 0.0, 13.0, 10.0, 36.0, 22.0, 31.0, 0, 0]",0,8,1e-05,256
11,"[8.0, 8.0, 0.0, 13.0, 10.0, 36.0, 22.0, 31.0, 0, 0]",1,8,1e-05,256
11,"[8.0, 9.0, 0.0, 13.0, 9.0, 36.0, 21.0, 31.0, 0, 0]",2,8,1e-05,256
11,"[8.0, 9.0, 0.0, 13.0, 9.0, 35.0, 21.0, 31.0, 0, 0]",3,8,1e-05,256
11,"[8.0, 9.0, 0.0, 13.0, 11.0, 35.0, 22.0, 31.0, 0, 0]",4,8,1e-05,256
11,"[8.0, 9.0, 0.0, 13.0, 11.0, 35.0, 21.0, 30.0, 0, 0]",5,8,1e-05,256
11,"[8.0, 8.0, 0.0, 13.0, 11.0, 35.0, 22.0, 30.0, 0, 0]",6,8,1e-05,256
11,"[8.0, 8.0, 0.0, 13.0, 11.0, 35.0, 25.0, 30.0, 0, 0]",7,8,1e-05,256
12,"[11.0, 7.0, 0.0, 16.0, 13.0, 28.0, 28.0, 21.0, 0, 0]",0,8,1e-05,256
12,"[11.0, 7.0, 0.0, 16.0, 13.0, 28.0, 28.0, 21.0, 0, 0]",1,8,1e-05,256
12,"[12.0, 8.0, 0.0, 16.0, 13.0, 28.0, 28.0, 21.0, 0, 0]",2,8,1e-05,256
12,"[13.0, 8.0, 0.0, 16.0, 13.0, 28.0, 28.0, 21.0, 0, 0]",3,8,1e-05,256
12,"[12.0, 8.0, 0.0, 16.0, 13.0, 28.0, 28.0, 21.0, 0, 0]",4,8,1e-05,256
12,"[12.0, 8.0, 0.0, 16.0, 13.0, 28.0, 28.0, 21.0, 0, 0]",5,8,1e-05,256
12,"[12.0, 8.0, 0.0, 16.0, 13.0, 28.0, 28.0, 20.0, 0, 0]",6,8,1e-05,256
12,"[12.0, 7.0, 0.0, 16.0, 13.0, 28.0, 28.0, 20.0, 0, 0]",7,8,1e-05,256
13,"[10.0, 6.0, 0.0, 17.0, 9.0, 25.0, 22.0, 25.0, 0, 0]",0,8,1e-05,256
13,"[10.0, 6.0, 0.0, 17.0, 9.0, 25.0, 23.0, 25.0, 0, 0]",1,8,1e-05,256
13,"[10.0, 7.0, 0.0, 17.0, 9.0, 25.0, 23.0, 26.0, 0, 0]",2,8,1e-05,256
13,"[10.0, 7.0, 0.0, 19.0, 9.0, 25.0, 23.0, 24.0, 0, 0]",3,8,1e-05,256
13,"[10.0, 7.0, 0.0, 20.0, 9.0, 25.0, 22.0, 24.0, 0, 0]",4,8,1e-05,256
13,"[10.0, 7.0, 0.0, 20.0, 9.0, 25.0, 22.0, 24.0, 0, 0]",5,8,1e-05,256
13,"[10.0, 6.0, 0.0, 19.0, 9.0, 25.0, 22.0, 24.0, 0, 0]",6,8,1e-05,256
13,"[10.0, 6.0, 0.0, 19.0, 8.0, 25.0, 24.0, 24.0, 0, 0]",7,8,1e-05,256
14,"[8.0, 4.0, 1.0, 16.0, 17.0, 27.0, 31.0, 29.0, 0, 0]",0,8,1e-05,256
14,"[9.0, 4.0, 1.0, 16.0, 17.0, 27.0, 31.0, 29.0, 0, 0]",1,8,1e-05,256
14,"[9.0, 5.0, 1.0, 16.0, 17.0, 27.0, 31.0, 29.0, 0, 0]",2,8,1e-05,256
14,"[9.0, 6.0, 1.0, 17.0, 17.0, 26.0, 31.0, 29.0, 0, 0]",3,8,1e-05,256
14,"[9.0, 5.0, 1.0, 17.0, 17.0, 26.0, 31.0, 29.0, 0, 0]",4,8,1e-05,256
14,"[9.0, 5.0, 1.0, 17.0, 17.0, 26.0, 31.0, 29.0, 0, 0]",5,8,1e-05,256
14,"[9.0, 5.0, 1.0, 17.0, 17.0, 26.0, 31.0, 29.0, 0, 0]",6,8,1e-05,256
14,"[9.0, 5.0, 1.0, 16.0, 17.0, 27.0, 32.0, 29.0, 0, 0]",7,8,1e-05,256
15,"[12.0, 5.0, 0.0, 20.0, 11.0, 31.0, 24.0, 23.0, 0, 0]",0,8,1e-05,256
15,"[12.0, 6.0, 0.0, 20.0, 11.0, 31.0, 24.0, 23.0, 0, 0]",1,8,1e-05,256
15,"[12.0, 7.0, 0.0, 20.0, 11.0, 31.0, 24.0, 23.0, 0, 0]",2,8,1e-05,256
15,"[12.0, 7.0, 0.0, 21.0, 11.0, 31.0, 24.0, 23.0, 0, 0]",3,8,1e-05,256
15,"[12.0, 7.0, 0.0, 21.0, 11.0, 31.0, 23.0, 22.0, 0, 0]",4,8,1e-05,256
15,"[12.0, 7.0, 0.0, 21.0, 11.0, 31.0, 23.0, 22.0, 0, 0]",5,8,1e-05,256
15,"[12.0, 5.0, 0.0, 21.0, 11.0, 31.0, 23.0, 22.0, 0, 0]",6,8,1e-05,256
15,"[12.0, 5.0, 0.0, 21.0, 11.0, 31.0, 25.0, 22.0, 0, 0]",7,8,1e-05,256
16,"[15.0, 4.0, 0.0, 18.0, 19.0, 32.0, 21.0, 35.0, 0, 0]",0,8,1e-05,256
16,"[17.0, 4.0, 0.0, 18.0, 19.0, 32.0, 20.0, 35.0, 0, 0]",1,8,1e-05,256
16,"[18.0, 4.0, 0.0, 19.0, 18.0, 32.0, 20.0, 35.0, 0, 0]",2,8,1e-05,256
16,"[17.0, 4.0, 0.0, 19.0, 17.0, 31.0, 20.0, 35.0, 0, 0]",3,8,1e-05,256
16,"[17.0, 4.0, 0.0, 19.0, 18.0, 31.0, 20.0, 34.0, 0, 0]",4,8,1e-05,256
16,"[17.0, 4.0, 0.0, 19.0, 19.0, 31.0, 19.0, 34.0, 0, 0]",5,8,1e-05,256
16,"[17.0, 4.0, 0.0, 19.0, 19.0, 31.0, 20.0, 34.0, 0, 0]",6,8,1e-05,256
16,"[17.0, 4.0, 0.0, 19.0, 19.0, 31.0, 21.0, 34.0, 0, 0]",7,8,1e-05,256
17,"[14.0, 9.0, 0.0, 17.0, 13.0, 26.0, 29.0, 35.0, 0, 0]",0,8,1e-05,256
17,"[14.0, 10.0, 0.0, 17.0, 13.0, 25.0, 29.0, 36.0, 0, 0]",1,8,1e-05,256
17,"[14.0, 10.0, 0.0, 17.0, 13.0, 25.0, 29.0, 36.0, 0, 0]",2,8,1e-05,256
17,"[14.0, 10.0, 0.0, 18.0, 13.0, 25.0, 29.0, 36.0, 0, 0]",3,8,1e-05,256
17,"[14.0, 10.0, 0.0, 19.0, 13.0, 24.0, 30.0, 36.0, 0, 0]",4,8,1e-05,256
17,"[14.0, 10.0, 0.0, 20.0, 13.0, 25.0, 30.0, 35.0, 0, 0]",5,8,1e-05,256
17,"[14.0, 10.0, 0.0, 20.0, 13.0, 26.0, 30.0, 33.0, 0, 0]",6,8,1e-05,256
17,"[14.0, 9.0, 0.0, 20.0, 13.0, 26.0, 30.0, 34.0, 0, 0]",7,8,1e-05,256
18,"[13.0, 9.0, 1.0, 15.0, 21.0, 26.0, 40.0, 23.0, 0, 0]",0,8,1e-05,256
18,"[14.0, 9.0, 1.0, 14.0, 21.0, 26.0, 40.0, 23.0, 0, 0]",1,8,1e-05,256
18,"[14.0, 9.0, 1.0, 14.0, 20.0, 26.0, 40.0, 23.0, 0, 0]",2,8,1e-05,256
18,"[14.0, 9.0, 1.0, 17.0, 19.0, 26.0, 40.0, 23.0, 0, 0]",3,8,1e-05,256
18,"[15.0, 9.0, 1.0, 17.0, 20.0, 26.0, 41.0, 23.0, 0, 0]",4,8,1e-05,256
18,"[15.0, 9.0, 1.0, 17.0, 21.0, 26.0, 40.0, 23.0, 0, 0]",5,8,1e-05,256
18,"[15.0, 9.0, 1.0, 17.0, 21.0, 26.0, 41.0, 23.0, 0, 0]",6,8,1e-05,256
18,"[14.0, 9.0, 1.0, 17.0, 21.0, 26.0, 42.0, 23.0, 0, 0]",7,8,1e-05,256
19,"[17.0, 11.0, 1.0, 26.0, 14.0, 23.0, 33.0, 21.0, 0, 0]",0,8,1e-05,256
19,"[18.0, 11.0, 1.0, 26.0, 13.0, 23.0, 33.0, 21.0, 0, 0]",1,8,1e-05,256
19,"[19.0, 11.0, 1.0, 27.0, 13.0, 23.0, 33.0, 21.0, 0, 0]",2,8,1e-05,256
19,"[19.0, 11.0, 1.0, 27.0, 13.0, 22.0, 34.0, 21.0, 0, 0]",3,8,1e-05,256
19,"[19.0, 11.0, 1.0, 27.0, 14.0, 21.0, 34.0, 21.0, 0, 0]",4,8,1e-05,256
19,"[19.0, 11.0, 1.0, 27.0, 14.0, 22.0, 33.0, 19.0, 0, 0]",5,8,1e-05,256
19,"[19.0, 11.0, 1.0, 27.0, 14.0, 23.0, 34.0, 19.0, 0, 0]",6,8,1e-05,256
19,"[19.0, 11.0, 1.0, 27.0, 14.0, 23.0, 34.0, 19.0, 0, 0]",7,8,1e-05,256
20,"[19.0, 6.0, 2.0, 21.0, 12.0, 26.0, 28.0, 28.0, 0, 0]",0,8,1e-05,256
20,"[21.0, 6.0, 2.0, 21.0, 11.0, 25.0, 29.0, 28.0, 0, 0]",1,8,1e-05,256
20,"[21.0, 6.0, 2.0, 21.0, 11.0, 25.0, 29.0, 27.0, 0, 0]",2,8,1e-05,256
20,"[21.0, 7.0, 2.0, 21.0, 11.0, 25.0, 29.0, 27.0, 0, 0]",3,8,1e-05,256
20,"[21.0, 6.0, 2.0, 22.0, 12.0, 25.0, 29.0, 27.0, 0, 0]",4,8,1e-05,256
20,"[21.0, 6.0, 2.0, 22.0, 12.0, 26.0, 28.0, 27.0, 0, 0]",5,8,1e-05,256
20,"[21.0, 6.0, 2.0, 22.0, 12.0, 26.0, 29.0, 27.0, 0, 0]",6,8,1e-05,256
