Cycle,Class Accuracy,Last class trained,Num classes,Learning rate,Num samples
1,"[23.0, 3.0, 6.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",0,6,1e-06,256
1,"[23.0, 3.0, 6.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",1,6,1e-06,256
1,"[23.0, 3.0, 6.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",2,6,1e-06,256
1,"[23.0, 3.0, 6.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",3,6,1e-06,256
1,"[23.0, 3.0, 6.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",4,6,1e-06,256
1,"[23.0, 3.0, 6.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",5,6,1e-06,256
2,"[21.0, 2.0, 9.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",0,6,1e-06,256
2,"[21.0, 2.0, 9.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",1,6,1e-06,256
2,"[21.0, 2.0, 9.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",2,6,1e-06,256
2,"[21.0, 2.0, 9.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",3,6,1e-06,256
2,"[21.0, 2.0, 9.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",4,6,1e-06,256
2,"[21.0, 2.0, 9.0, 8.0, 60.0, 3.0, 0, 0, 0, 0]",5,6,1e-06,256
3,"[23.0, 4.0, 5.0, 5.0, 55.0, 3.0, 0, 0, 0, 0]",0,6,1e-06,256
3,"[23.0, 4.0, 5.0, 5.0, 55.0, 3.0, 0, 0, 0, 0]",1,6,1e-06,256
3,"[23.0, 4.0, 5.0, 5.0, 55.0, 3.0, 0, 0, 0, 0]",2,6,1e-06,256
3,"[23.0, 4.0, 5.0, 5.0, 55.0, 3.0, 0, 0, 0, 0]",3,6,1e-06,256
3,"[23.0, 4.0, 5.0, 5.0, 55.0, 3.0, 0, 0, 0, 0]",4,6,1e-06,256
3,"[23.0, 4.0, 5.0, 5.0, 55.0, 3.0, 0, 0, 0, 0]",5,6,1e-06,256
4,"[24.0, 6.0, 4.0, 5.0, 63.0, 1.0, 0, 0, 0, 0]",0,6,1e-06,256
4,"[24.0, 6.0, 4.0, 5.0, 63.0, 1.0, 0, 0, 0, 0]",1,6,1e-06,256
4,"[24.0, 6.0, 4.0, 5.0, 63.0, 1.0, 0, 0, 0, 0]",2,6,1e-06,256
4,"[24.0, 6.0, 4.0, 5.0, 63.0, 1.0, 0, 0, 0, 0]",3,6,1e-06,256
4,"[24.0, 6.0, 4.0, 5.0, 63.0, 1.0, 0, 0, 0, 0]",4,6,1e-06,256
4,"[24.0, 6.0, 4.0, 5.0, 63.0, 1.0, 0, 0, 0, 0]",5,6,1e-06,256
5,"[27.0, 4.0, 9.0, 7.0, 61.0, 4.0, 0, 0, 0, 0]",0,6,1e-06,256
5,"[27.0, 4.0, 9.0, 7.0, 61.0, 5.0, 0, 0, 0, 0]",1,6,1e-06,256
5,"[27.0, 4.0, 9.0, 7.0, 61.0, 5.0, 0, 0, 0, 0]",2,6,1e-06,256
5,"[27.0, 4.0, 9.0, 7.0, 61.0, 5.0, 0, 0, 0, 0]",3,6,1e-06,256
5,"[27.0, 4.0, 9.0, 7.0, 61.0, 4.0, 0, 0, 0, 0]",4,6,1e-06,256
5,"[27.0, 4.0, 9.0, 7.0, 61.0, 4.0, 0, 0, 0, 0]",5,6,1e-06,256
6,"[24.0, 4.0, 13.0, 6.0, 61.0, 5.0, 0, 0, 0, 0]",0,6,1e-06,256
6,"[24.0, 4.0, 13.0, 6.0, 61.0, 5.0, 0, 0, 0, 0]",1,6,1e-06,256
6,"[24.0, 4.0, 13.0, 6.0, 61.0, 5.0, 0, 0, 0, 0]",2,6,1e-06,256
6,"[24.0, 4.0, 13.0, 6.0, 61.0, 5.0, 0, 0, 0, 0]",3,6,1e-06,256
