Accuracy,Num classes,Learning rate
99.38385705483672,2,0.0001
92.10415791684166,3,0.0001
86.04651162790698,4,0.0001
84.72955974842768,5,0.0001
70.1470588235294,6,0.0001
81.32809710817565,7,0.0001
68.25869088631381,8,0.0001
79.81305803571429,9,0.0001
74.5,10,0.0001
