Cycle,Class Accuracy,Last class trained,Num classes,Learning rate,Num samples
1,"[51.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
1,"[51.0, 58.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
1,"[54.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
1,"[54.0, 62.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
2,"[66.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
2,"[66.0, 55.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
2,"[70.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
2,"[70.0, 57.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
3,"[79.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
3,"[79.0, 61.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
3,"[82.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
3,"[82.0, 64.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
4,"[82.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
4,"[82.0, 72.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
4,"[87.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
4,"[87.0, 72.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
5,"[93.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
5,"[93.0, 66.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
5,"[94.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
5,"[94.0, 71.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
6,"[95.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
6,"[95.0, 80.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
6,"[95.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
6,"[95.0, 79.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
7,"[98.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
7,"[98.0, 74.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
7,"[98.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
7,"[98.0, 76.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
8,"[96.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
8,"[96.0, 72.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
8,"[96.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
8,"[96.0, 72.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
9,"[96.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
9,"[96.0, 73.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
9,"[96.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
9,"[96.0, 73.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
10,"[96.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
10,"[96.0, 76.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
10,"[96.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
10,"[96.0, 75.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
11,"[100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
11,"[100.0, 72.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
11,"[100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
11,"[100.0, 73.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
12,"[98.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
12,"[98.0, 74.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
12,"[98.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
12,"[98.0, 75.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
13,"[97.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
13,"[97.0, 78.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
13,"[98.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
13,"[98.0, 80.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
14,"[99.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
14,"[99.0, 76.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
14,"[99.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
14,"[99.0, 76.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
15,"[99.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
15,"[99.0, 77.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
15,"[99.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
15,"[99.0, 78.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
16,"[98.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
16,"[98.0, 84.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
16,"[98.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
16,"[98.0, 85.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
17,"[99.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
17,"[99.0, 83.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
17,"[99.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
17,"[99.0, 83.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
18,"[99.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
18,"[99.0, 87.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
18,"[99.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
18,"[99.0, 87.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
19,"[97.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
19,"[97.0, 82.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
19,"[97.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0.001,32
19,"[97.0, 83.0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0.001,32
