Cycle,Class Accuracy,Last class trained,Num classes,Learning rate,Num samples
1,"[32.0, 6.0, 39.0, 4.0, 17.0, 0, 0, 0, 0, 0]",0,5,0.0001,32
1,"[33.0, 6.0, 39.0, 4.0, 17.0, 0, 0, 0, 0, 0]",1,5,0.0001,32
1,"[33.0, 6.0, 39.0, 3.0, 15.0, 0, 0, 0, 0, 0]",2,5,0.0001,32
1,"[35.0, 6.0, 39.0, 4.0, 15.0, 0, 0, 0, 0, 0]",3,5,0.0001,32
1,"[35.0, 6.0, 39.0, 5.0, 15.0, 0, 0, 0, 0, 0]",4,5,0.0001,32
2,"[41.0, 12.0, 34.0, 5.0, 24.0, 0, 0, 0, 0, 0]",0,5,0.0001,32
2,"[41.0, 12.0, 34.0, 5.0, 24.0, 0, 0, 0, 0, 0]",1,5,0.0001,32
2,"[41.0, 12.0, 34.0, 5.0, 24.0, 0, 0, 0, 0, 0]",2,5,0.0001,32
2,"[42.0, 12.0, 34.0, 5.0, 24.0, 0, 0, 0, 0, 0]",3,5,0.0001,32
2,"[43.0, 12.0, 34.0, 5.0, 24.0, 0, 0, 0, 0, 0]",4,5,0.0001,32
3,"[40.0, 6.0, 35.0, 4.0, 15.0, 0, 0, 0, 0, 0]",0,5,0.0001,32
3,"[42.0, 7.0, 35.0, 4.0, 16.0, 0, 0, 0, 0, 0]",1,5,0.0001,32
3,"[42.0, 7.0, 34.0, 4.0, 16.0, 0, 0, 0, 0, 0]",2,5,0.0001,32
3,"[42.0, 7.0, 34.0, 4.0, 16.0, 0, 0, 0, 0, 0]",3,5,0.0001,32
3,"[42.0, 7.0, 34.0, 4.0, 16.0, 0, 0, 0, 0, 0]",4,5,0.0001,32
4,"[36.0, 3.0, 42.0, 7.0, 24.0, 0, 0, 0, 0, 0]",0,5,0.0001,32
4,"[36.0, 3.0, 42.0, 7.0, 24.0, 0, 0, 0, 0, 0]",1,5,0.0001,32
