Cycle,Class Accuracy,Last class trained,Num classes,Learning rate,Num samples
1,"[0.0, 2.0, 25.0, 9.0, 7.0, 2.0, 0.0, 53.0, 3.0, 8.0]",0,10,0.0001,32
1,"[0.0, 2.0, 25.0, 9.0, 7.0, 2.0, 0.0, 53.0, 3.0, 8.0]",1,10,0.0001,32
1,"[0.0, 2.0, 27.0, 9.0, 7.0, 2.0, 0.0, 53.0, 3.0, 8.0]",2,10,0.0001,32
1,"[0.0, 2.0, 27.0, 9.0, 7.0, 2.0, 0.0, 52.0, 3.0, 8.0]",3,10,0.0001,32
1,"[0.0, 2.0, 27.0, 9.0, 8.0, 2.0, 0.0, 51.0, 3.0, 8.0]",4,10,0.0001,32
1,"[0.0, 2.0, 27.0, 9.0, 8.0, 2.0, 0.0, 50.0, 3.0, 8.0]",5,10,0.0001,32
1,"[1.0, 2.0, 27.0, 9.0, 8.0, 2.0, 0.0, 49.0, 3.0, 8.0]",6,10,0.0001,32
1,"[1.0, 2.0, 27.0, 9.0, 8.0, 2.0, 0.0, 50.0, 3.0, 8.0]",7,10,0.0001,32
1,"[1.0, 2.0, 27.0, 9.0, 8.0, 3.0, 0.0, 50.0, 3.0, 7.0]",8,10,0.0001,32
1,"[1.0, 2.0, 27.0, 9.0, 8.0, 2.0, 0.0, 50.0, 3.0, 7.0]",9,10,0.0001,32
2,"[0.0, 1.0, 17.0, 6.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",0,10,0.0001,32
2,"[0.0, 1.0, 17.0, 6.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",1,10,0.0001,32
2,"[0.0, 1.0, 17.0, 5.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",2,10,0.0001,32
2,"[0.0, 1.0, 17.0, 6.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",3,10,0.0001,32
2,"[0.0, 1.0, 17.0, 6.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",4,10,0.0001,32
2,"[0.0, 1.0, 18.0, 6.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",5,10,0.0001,32
2,"[0.0, 1.0, 18.0, 6.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",6,10,0.0001,32
2,"[0.0, 1.0, 18.0, 6.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",7,10,0.0001,32
2,"[0.0, 1.0, 18.0, 6.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",8,10,0.0001,32
2,"[0.0, 1.0, 18.0, 6.0, 6.0, 7.0, 0.0, 57.0, 4.0, 7.0]",9,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 58.0, 1.0, 10.0]",0,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 58.0, 1.0, 10.0]",1,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 58.0, 1.0, 10.0]",2,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 58.0, 1.0, 10.0]",3,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 57.0, 1.0, 10.0]",4,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 57.0, 1.0, 10.0]",5,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 55.0, 1.0, 10.0]",6,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 55.0, 1.0, 10.0]",7,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 55.0, 1.0, 10.0]",8,10,0.0001,32
3,"[0.0, 1.0, 19.0, 6.0, 6.0, 7.0, 0.0, 55.0, 1.0, 10.0]",9,10,0.0001,32
4,"[0.0, 1.0, 22.0, 5.0, 9.0, 4.0, 0.0, 49.0, 3.0, 10.0]",0,10,0.0001,32
4,"[1.0, 1.0, 22.0, 5.0, 9.0, 4.0, 0.0, 49.0, 3.0, 10.0]",1,10,0.0001,32
4,"[1.0, 1.0, 22.0, 5.0, 9.0, 4.0, 0.0, 49.0, 3.0, 10.0]",2,10,0.0001,32
4,"[1.0, 1.0, 22.0, 5.0, 9.0, 4.0, 0.0, 49.0, 3.0, 10.0]",3,10,0.0001,32
4,"[1.0, 1.0, 22.0, 5.0, 9.0, 4.0, 0.0, 49.0, 3.0, 10.0]",4,10,0.0001,32
4,"[1.0, 1.0, 22.0, 5.0, 9.0, 4.0, 0.0, 49.0, 3.0, 10.0]",5,10,0.0001,32
4,"[1.0, 1.0, 22.0, 5.0, 9.0, 4.0, 0.0, 48.0, 3.0, 10.0]",6,10,0.0001,32
4,"[1.0, 1.0, 22.0, 5.0, 9.0, 4.0, 0.0, 49.0, 3.0, 10.0]",7,10,0.0001,32
4,"[1.0, 1.0, 22.0, 5.0, 10.0, 4.0, 0.0, 49.0, 3.0, 10.0]",8,10,0.0001,32
4,"[1.0, 1.0, 22.0, 5.0, 10.0, 4.0, 0.0, 49.0, 3.0, 10.0]",9,10,0.0001,32
5,"[0.0, 2.0, 23.0, 3.0, 10.0, 3.0, 0.0, 55.0, 4.0, 10.0]",0,10,0.0001,32
